codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_plc,desviacion,comparacion_dlc,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,Competencia
205001006526,MEDELLÍN,INST EDUC MARINA ORTH,57,Similar,11,Similar,0%,25%,50%,25%,27%,47%,48%,Lectura Crítica
305001025592,MEDELLÍN,COLEGIO EMPRESARIAL,62,Menor,9,Similar,1%,9%,51%,39%,25%,34%,34%,Lectura Crítica
305001004315,MEDELLÍN,COL SANTA MARIA DEL ROSARIO,62,Menor,7,Similar,0%,6%,64%,30%,19%,34%,34%,Lectura Crítica
305001025819,MEDELLÍN,COL CENT FRATERNAL CRISTIANO,59,Similar,14,Menor,13%,13%,50%,25%,31%,40%,39%,Lectura Crítica
105001025798,MEDELLÍN,INST EDUC ANGELA RESTREPO MORENO,53,Similar,9,Similar,2%,39%,49%,10%,39%,50%,52%,Lectura Crítica
105001000809,MEDELLÍN,INST EDUC PERPETUO SOCORRO,57,Similar,13,Similar,5%,31%,45%,19%,35%,42%,44%,Lectura Crítica
105001013013,MEDELLÍN,INSTITUCION EDUCATIVA EL PICACHITO,55,Similar,10,Similar,8%,21%,64%,8%,35%,45%,49%,Lectura Crítica
305001004455,MEDELLÍN,COL SALESIANO EL SUFRAGIO,63,Menor,9,Similar,0%,11%,48%,40%,24%,32%,34%,Lectura Crítica
105001006483,MEDELLÍN,INST EDUC RODRIGO CORREA PALACIO,51,Similar,9,Similar,7%,36%,55%,2%,42%,53%,53%,Lectura Crítica
105001011088,MEDELLÍN,INST EDUC CIUDADELA LAS AMERICAS,51,Similar,11,Similar,10%,33%,47%,10%,43%,52%,57%,Lectura Crítica
105001003131,MEDELLÍN,INST EDUC REPUBLICA DE HONDURAS,54,Similar,9,Similar,0%,35%,52%,13%,39%,48%,49%,Lectura Crítica
205001006232,MEDELLÍN,INST EDUC  SAN CRISTOBAL,54,Similar,10,Similar,5%,29%,55%,11%,40%,47%,48%,Lectura Crítica
105001002895,MEDELLÍN,INST EDUC FRANCISCO ANTONIO ZEA,57,Similar,9,Similar,2%,20%,61%,17%,33%,42%,44%,Lectura Crítica
305001022496,MEDELLÍN,INSTITUCIÓN EDUCATIVA PEQUEÑA MARIA,52,Similar,9,Similar,0%,42%,49%,9%,41%,50%,54%,Lectura Crítica
305001004544,MEDELLÍN,COLEGIO TOMAS CARRASQUILLA,55,Similar,10,Similar,3%,32%,52%,13%,39%,46%,47%,Lectura Crítica
105001002038,MEDELLÍN,INST EDUC JOSE EUSEBIO CARO,53,Similar,10,Similar,6%,29%,56%,9%,40%,49%,52%,Lectura Crítica
105001000841,MEDELLÍN,INST EDUC JESUS MARIA - EL ROSAL,57,Similar,9,Similar,0%,28%,53%,18%,31%,43%,46%,Lectura Crítica
105001000175,MEDELLÍN,INST EDUC GABRIEL RESTREPO MORENO,50,Similar,8,Similar,0%,51%,49%,0%,43%,53%,56%,Lectura Crítica
10500100278,MEDELLÍN,INST EDUC SAN FRANCISCO DE ASIS,54,Similar,9,Similar,0%,41%,50%,9%,38%,46%,55%,Lectura Crítica
10500100328,MEDELLÍN,INST EDUC MARIA MONTESSORI,51,Similar,10,Similar,4%,49%,43%,4%,43%,57%,52%,Lectura Crítica
10500100149,MEDELLÍN,INSTITUCIÓN EDUCATIVA LOLA GONZÁLEZ,59,Similar,9,Similar,1%,17%,61%,21%,29%,37%,42%,Lectura Crítica
105001014397,MEDELLÍN,INST EDUC LUIS LOPEZ DE MESA,55,Similar,10,Similar,4%,28%,53%,16%,37%,46%,49%,Lectura Crítica
105001015091,MEDELLÍN,INSTITUCION EDUCATIVA FE Y ALEGRIA GRANIZAL,52,Similar,10,Similar,3%,40%,50%,6%,42%,47%,55%,Lectura Crítica
10500100166,MEDELLÍN,INST EDUC JOSE ANTONIO GALAN,54,Similar,8,Similar,0%,38%,56%,7%,36%,48%,49%,Lectura Crítica
105001018759,MEDELLÍN,INST EDUC FE Y ALEGRIA EL LIMONAR,48,Similar,8,Similar,5%,62%,33%,0%,46%,58%,61%,Lectura Crítica
105001010588,MEDELLÍN,INST EDUC FE Y ALEGRIA LA CIMA,52,Similar,9,Similar,4%,36%,53%,7%,38%,54%,52%,Lectura Crítica
105001005495,MEDELLÍN,INST EDUC REPUBLICA DE URUGUAY,54,Similar,9,Similar,2%,31%,60%,7%,36%,46%,51%,Lectura Crítica
105001001252,MEDELLÍN,INST EDUC CRISTOBAL COLON,55,Similar,7,Similar,0%,35%,60%,5%,35%,45%,49%,Lectura Crítica
305001003793,MEDELLÍN,INST SALESIANO PEDRO JUSTO BERRIO,62,Menor,8,Similar,0%,12%,58%,30%,24%,36%,35%,Lectura Crítica
105001007421,MEDELLÍN,INST EDUC OCTAVIO CALDERON MEJIA,58,Similar,8,Similar,0%,19%,60%,21%,29%,40%,44%,Lectura Crítica
105001002011,MEDELLÍN,INST EDUC FEDERICO OZANAM,56,Similar,9,Similar,1%,28%,58%,14%,34%,43%,46%,Lectura Crítica
305001005176,MEDELLÍN,COL BETHLEMITAS,67,Menor,8,Similar,0%,3%,37%,60%,19%,26%,27%,Lectura Crítica
305001016089,MEDELLÍN,CENT EDUC AUTONOMO,63,Menor,8,Similar,0%,5%,67%,29%,28%,31%,34%,Lectura Crítica
305001004901,MEDELLÍN,COL SAN JUAN BOSCO,63,Menor,9,Similar,0%,5%,47%,47%,24%,32%,27%,Lectura Crítica
305001003505,MEDELLÍN,COL SANTA CLARA DE ASIS,63,Menor,10,Similar,0%,7%,43%,50%,27%,32%,31%,Lectura Crítica
305001005541,MEDELLÍN,COL NUESTRA MADRE DE LAS MERCEDES,65,Menor,8,Similar,0%,4%,46%,50%,21%,28%,28%,Lectura Crítica
305001007969,MEDELLÍN,COL NUESTRA SENORA DE LA PROVIDENCIA,56,Similar,8,Similar,0%,13%,75%,13%,23%,43%,54%,Lectura Crítica
105001011711,MEDELLÍN,INSTITUCIÓN EDUCATIVA VILLA DE LA CANDELARIA,56,Similar,8,Similar,1%,19%,67%,13%,34%,43%,47%,Lectura Crítica
105001000868,MEDELLÍN,INSTITUCION EDUCATIVA REPUBLICA DE VENEZUELA,53,Similar,8,Similar,0%,39%,52%,10%,38%,49%,47%,Lectura Crítica
105001002071,MEDELLÍN,INSTITUCION EDUCATIVA BENJAMIN HERRERA,53,Similar,9,Similar,3%,40%,49%,9%,42%,49%,52%,Lectura Crítica
105001005878,MEDELLÍN,INST EDUC FRANCISCO MIRANDA,51,Similar,10,Similar,0%,45%,48%,6%,42%,51%,52%,Lectura Crítica
305001022682,MEDELLÍN,POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN,64,Menor,0,Mayor,0%,0%,100%,0%,33%,27%,42%,Lectura Crítica
105001009652,MEDELLÍN,INST EDUC SAN LORENZO DE ABURRA,54,Similar,10,Similar,4%,33%,55%,8%,36%,47%,51%,Lectura Crítica
10500101933,MEDELLÍN,INST EDUC BARRIO SANTA MARGARITA,55,Similar,9,Similar,4%,28%,64%,4%,35%,47%,49%,Lectura Crítica
105001006092,MEDELLÍN,INST EDUC JULIO CESAR GARCIA,56,Similar,9,Similar,1%,26%,55%,18%,32%,44%,48%,Lectura Crítica
105001001791,MEDELLÍN,INST EDUC MONSEÑOR GERARDO VALENCIA CANO,60,Similar,8,Similar,0%,13%,59%,28%,31%,36%,36%,Lectura Crítica
105001007919,MEDELLÍN,COL SAGRADA FAMILIA ALDEA PABLO VI,56,Similar,8,Similar,0%,28%,61%,11%,35%,42%,48%,Lectura Crítica
305001025576,MEDELLÍN,INST EDUC JUAN SEBASTIAN DE CENSA,48,Similar,7,Similar,0%,50%,50%,0%,49%,59%,67%,Lectura Crítica
105001009865,MEDELLÍN,INST EDUC HERNAN TORO AGUDELO,56,Similar,11,Similar,2%,27%,48%,23%,36%,43%,46%,Lectura Crítica
105001000876,MEDELLÍN,INST EDUC JAVIERA LONDOÑO-SEVILLA,53,Similar,11,Similar,8%,26%,54%,12%,39%,47%,52%,Lectura Crítica
10500101107,MEDELLÍN,INST EDUC MERCEDITAS GOMEZ MARTINEZ,53,Similar,9,Similar,2%,37%,49%,12%,39%,48%,51%,Lectura Crítica
3050010042,MEDELLÍN,COL CALASANZ,66,Menor,7,Similar,0%,2%,42%,56%,22%,25%,25%,Lectura Crítica
305001005036,MEDELLÍN,COL SAN JOSE DE LAS VEGAS,66,Menor,6,Mayor,0%,2%,36%,62%,19%,24%,29%,Lectura Crítica
105001022101,MEDELLÍN,INST EDUC LAS NIEVES,56,Similar,8,Similar,4%,19%,70%,7%,30%,43%,46%,Lectura Crítica
105001004791,MEDELLÍN,INST EDUC SANTO ANGEL,59,Similar,9,Similar,0%,17%,55%,28%,30%,37%,41%,Lectura Crítica
305001024569,MEDELLÍN,COL CIENCIA Y VIDA,57,Similar,9,Similar,0%,22%,56%,22%,37%,44%,42%,Lectura Crítica
405001016946,MEDELLÍN,COLEGIO COOPERATIVO SAN ANTONIO DE PRADO,62,Menor,10,Similar,0%,13%,42%,45%,28%,33%,35%,Lectura Crítica
305001004811,MEDELLÍN,COL DIVINO SALVADOR,61,Similar,10,Similar,1%,16%,48%,35%,25%,35%,38%,Lectura Crítica
105001000931,MEDELLÍN,INST EDUC DIEGO ECHAVARRIA MISAS,55,Similar,9,Similar,1%,33%,54%,12%,36%,46%,48%,Lectura Crítica
305001005265,MEDELLÍN,COL LATINO,62,Menor,8,Similar,0%,8%,62%,31%,23%,34%,34%,Lectura Crítica
105001000205,MEDELLÍN,INST EDUC SAN AGUSTIN,53,Similar,9,Similar,1%,38%,50%,10%,42%,49%,51%,Lectura Crítica
305001016275,MEDELLÍN,COL GUILLERMO TABORDA RESTREPO,56,Similar,6,Mayor,0%,25%,75%,0%,25%,48%,47%,Lectura Crítica
10500100202,MEDELLÍN,INST EDUC RAFAEL URIBE URIBE,55,Similar,9,Similar,5%,22%,60%,14%,36%,45%,48%,Lectura Crítica
105001001198,MEDELLÍN,INSTITUCION EDUCATIVA AURES,55,Similar,8,Similar,1%,32%,62%,4%,36%,48%,48%,Lectura Crítica
105001019534,MEDELLÍN,INST EDUC RODRIGO LARA BONILLA,46,Mayor,8,Similar,7%,59%,31%,2%,49%,61%,65%,Lectura Crítica
305001011583,MEDELLÍN,COL SAN LUCAS,61,Similar,9,Similar,0%,14%,43%,43%,29%,34%,38%,Lectura Crítica
305001005109,MEDELLÍN,COL LA ANUNCIACION,64,Menor,7,Similar,0%,3%,56%,41%,21%,29%,29%,Lectura Crítica
305001004871,MEDELLÍN,COL PABLO VI,56,Similar,9,Similar,3%,25%,58%,13%,35%,44%,47%,Lectura Crítica
105001006246,MEDELLÍN,INST EDUC JORGE ROBLEDO,58,Similar,9,Similar,0%,19%,57%,24%,28%,41%,43%,Lectura Crítica
105001020273,MEDELLÍN,INST EDUC CIUDAD DON BOSCO,48,Similar,8,Similar,9%,55%,36%,0%,51%,61%,57%,Lectura Crítica
105001003441,MEDELLÍN,INSTITUTO TECNICO INDUSTRIAL PASCUAL BRAVO,60,Similar,8,Similar,1%,11%,62%,26%,26%,37%,39%,Lectura Crítica
305001015287,MEDELLÍN,INSTITUCION EDUCATIVA LA CANDELARIA,51,Similar,8,Similar,2%,42%,51%,5%,44%,54%,52%,Lectura Crítica
305001019975,MEDELLÍN,CENT EDUC INTEG BUCARELLY,60,Similar,8,Similar,0%,10%,63%,27%,28%,39%,37%,Lectura Crítica
305001022232,MEDELLÍN,INST EDUC  BARRIO OLAYA HERRERA,47,Similar,9,Similar,11%,59%,27%,3%,52%,59%,62%,Lectura Crítica
305001004528,MEDELLÍN,COL MARIA REINA DEL CARMELO,59,Similar,7,Similar,0%,13%,67%,19%,30%,37%,40%,Lectura Crítica
30500101969,MEDELLÍN,INST EDUC ARZOBISPO TULIO BOTERO SALAZAR,52,Similar,9,Similar,5%,41%,47%,7%,41%,52%,55%,Lectura Crítica
105001000132,MEDELLÍN,INST EDUC JOSE MARIA BERNAL,62,Menor,9,Similar,0%,10%,58%,33%,27%,31%,36%,Lectura Crítica
10500100247,MEDELLÍN,INST EDUC SAN VICENTE DE PAUL,57,Similar,9,Similar,1%,23%,59%,17%,30%,45%,43%,Lectura Crítica
105001019062,MEDELLÍN,INSTITUCION EDUCATIVA ALFONSO MORA NARANJO,51,Similar,9,Similar,3%,41%,51%,5%,41%,55%,52%,Lectura Crítica
105001006718,MEDELLÍN,INSTITUCION EDUCATIVA ASIA IGNACIANA,57,Similar,8,Similar,0%,18%,71%,11%,31%,42%,48%,Lectura Crítica
205001007735,MEDELLÍN,INSTITUCION EDUCATIVA HECTOR ROGELIO MONTOYA,51,Similar,11,Similar,8%,42%,43%,8%,42%,54%,54%,Lectura Crítica
105001009709,MEDELLÍN,INST EDUC FELIX HENAO BOTERO,53,Similar,9,Similar,0%,40%,51%,9%,37%,49%,49%,Lectura Crítica
105001000043,MEDELLÍN,INSTITUCION EDUCATIVA BARRIO SANTA CRUZ,50,Similar,8,Similar,5%,38%,56%,0%,42%,56%,57%,Lectura Crítica
105001017965,MEDELLÍN,INSTITUCION EDUCATIVA MANUEL JOSE GOMEZ SERNA,53,Similar,9,Similar,4%,42%,45%,9%,39%,51%,52%,Lectura Crítica
10500101334,MEDELLÍN,INST EDUC INEM JOSE FELIX DE RESTREPO,58,Similar,9,Similar,0%,19%,59%,22%,30%,40%,42%,Lectura Crítica
105001002976,MEDELLÍN,INSTITUCION EDUCATIVA LA PIEDAD,52,Similar,10,Similar,3%,39%,49%,8%,40%,53%,52%,Lectura Crítica
105001007978,MEDELLÍN,INSTITUCION EDUCATIVA PABLO NERUDA,49,Similar,9,Similar,5%,50%,43%,3%,46%,57%,58%,Lectura Crítica
105001011606,MEDELLÍN,INST EDUC HORACIO MUÑOZ SUESCUN,52,Similar,10,Similar,3%,44%,45%,7%,39%,53%,53%,Lectura Crítica
305001007594,MEDELLÍN,INST EDUC SANTA JUANA DE LESTONAC,60,Similar,8,Similar,0%,13%,64%,23%,30%,36%,38%,Lectura Crítica
105001000566,MEDELLÍN,INSTITUCION EDUCATIVA CARACAS,52,Similar,9,Similar,2%,40%,53%,5%,41%,52%,51%,Lectura Crítica
305001022461,MEDELLÍN,COL GENTE UNIDA JOVENES POR LA PAZ - LUZ DE ORIENTE,50,Similar,8,Similar,1%,50%,43%,6%,41%,55%,57%,Lectura Crítica
105001015172,MEDELLÍN,INST EDUC EDUARDO SANTOS,50,Similar,10,Similar,3%,49%,40%,8%,42%,54%,56%,Lectura Crítica
305001007861,MEDELLÍN,GIMN GUAYACANES,50,Similar,8,Similar,0%,50%,50%,0%,35%,47%,64%,Lectura Crítica
30500100045,MEDELLÍN,COL DE MARIA,63,Menor,9,Similar,0%,8%,50%,42%,23%,31%,35%,Lectura Crítica
105001019453,MEDELLÍN,INSTITUCIÓN EDUCATIVA VILLA DEL SOCORRO,50,Similar,9,Similar,5%,41%,49%,5%,43%,55%,55%,Lectura Crítica
105001005339,MEDELLÍN,INST EDUC MONSEÑOR FRANCISCO CRISTOBAL TORO,50,Similar,9,Similar,3%,50%,42%,5%,40%,55%,56%,Lectura Crítica
105001012106,MEDELLÍN,INST EDUC JUAN MARIA CESPEDES,60,Similar,9,Similar,0%,16%,58%,26%,28%,38%,39%,Lectura Crítica
105001003123,MEDELLÍN,INSTITUCION EDUCATIVA FATIMA NUTIBARA,55,Similar,9,Similar,3%,28%,59%,10%,35%,44%,47%,Lectura Crítica
105001025992,MEDELLÍN,INST EDUC NICANOR RESTREPO SANTAMARIA,50,Similar,9,Similar,5%,45%,47%,3%,42%,53%,58%,Lectura Crítica
305001006458,MEDELLÍN,INSTITUCION EDUCATIVA CAMILO C. RESTREPO,53,Similar,7,Similar,0%,40%,60%,0%,38%,52%,53%,Lectura Crítica
305001006784,MEDELLÍN,COL DE LA COMPANIA DE MARIA,65,Menor,9,Similar,0%,11%,36%,53%,24%,27%,29%,Lectura Crítica
205001012534,MEDELLÍN,INST EDUC SAN ANTONIO DE PRADO,54,Similar,9,Similar,2%,33%,54%,11%,39%,46%,49%,Lectura Crítica
305001025193,MEDELLÍN,UNION PROFESIONAL PARA LA EDUCACION Y EL TRABAJO UPET,45,Mayor,9,Similar,13%,58%,26%,3%,52%,62%,63%,Lectura Crítica
305001018286,MEDELLÍN,COL SAN GABRIEL DE LA DOLOROSA,64,Menor,8,Similar,0%,0%,53%,47%,23%,28%,32%,Lectura Crítica
305001024544,MEDELLÍN,COL NUEVO CERVANTES CONOCER,49,Similar,11,Similar,0%,33%,67%,0%,30%,52%,63%,Lectura Crítica
10500100538,MEDELLÍN,INSTITUCION EDUCATIVA MANUEL URIBE ANGEL,55,Similar,10,Similar,3%,24%,60%,13%,36%,46%,45%,Lectura Crítica
305001025568,MEDELLÍN,CENTRO DE ESTUDIOS MULTITÉCNICO,44,Mayor,4,Mayor,0%,100%,0%,0%,32%,63%,79%,Lectura Crítica
105001024073,MEDELLÍN,INSTITUCION EDUCATIVA JOSE MARIA ESPINOSA PRIETO - CASD,54,Similar,9,Similar,3%,33%,54%,11%,37%,48%,48%,Lectura Crítica
305001004218,MEDELLÍN,COL NUESTRA SENORA DE LOURDES,59,Similar,7,Similar,0%,11%,79%,10%,31%,40%,39%,Lectura Crítica
305001016101,MEDELLÍN,COLEGIO EUSKADI,54,Similar,13,Similar,10%,29%,38%,24%,40%,45%,49%,Lectura Crítica
30500101373,MEDELLÍN,COL PESTALOZZI,52,Similar,8,Similar,0%,33%,67%,0%,34%,45%,63%,Lectura Crítica
105001020028,MEDELLÍN,INST EDUC EL SALVADOR,57,Similar,9,Similar,0%,26%,58%,16%,34%,42%,46%,Lectura Crítica
10500100345,MEDELLÍN,INST EDUC ROSALIA SUAREZ,61,Similar,8,Similar,0%,12%,55%,33%,26%,34%,40%,Lectura Crítica
105001025984,MEDELLÍN,INST EDUC COLEGIO LOYOLA PARA LA CIENCIA Y LA INNOVACIÓN,62,Menor,9,Similar,0%,8%,60%,32%,25%,34%,35%,Lectura Crítica
105001019089,MEDELLÍN,INST EDUC VIDA PARA TODOS,51,Similar,8,Similar,3%,48%,48%,2%,42%,53%,58%,Lectura Crítica
105001025771,MEDELLÍN,INST EDUC JOAQUIN VALLEJO ARBELAEZ,51,Similar,8,Similar,4%,38%,53%,5%,40%,52%,56%,Lectura Crítica
105001000493,MEDELLÍN,INST EDUC RAMON GIRALDO CEBALLOS,50,Similar,9,Similar,6%,49%,42%,4%,44%,55%,56%,Lectura Crítica
105001003271,MEDELLÍN,INST EDUC OCTAVIO HARRY - JACQUELINE KENNEDY,56,Similar,9,Similar,2%,30%,50%,17%,35%,45%,44%,Lectura Crítica
105001002003,MEDELLÍN,INST EDUC SAN ROBERTO BELARMINO,52,Similar,9,Similar,4%,44%,45%,7%,40%,52%,52%,Lectura Crítica
105001002488,MEDELLÍN,INST EDUC PEDRO LUIS VILLA,52,Similar,9,Similar,3%,39%,52%,6%,38%,51%,53%,Lectura Crítica
105001001848,MEDELLÍN,INST EDUC SOR JUANA INES DE LA CRUZ,63,Menor,8,Similar,0%,6%,57%,37%,25%,28%,33%,Lectura Crítica
105001019143,MEDELLÍN,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,52,Similar,8,Similar,6%,30%,62%,2%,38%,53%,52%,Lectura Crítica
105001002798,MEDELLÍN,INSTITUCION EDUCATIVA MATER DEI,61,Similar,10,Similar,0%,15%,56%,29%,23%,34%,39%,Lectura Crítica
105001000141,MEDELLÍN,INSTITUCION EDUCATIVA PRESBITERO CAMILO TORRES RESTREPO,56,Similar,7,Similar,0%,25%,67%,8%,33%,46%,48%,Lectura Crítica
105001011363,MEDELLÍN,INST EDUC DOCE DE OCTUBRE,51,Similar,9,Similar,3%,48%,43%,6%,42%,54%,55%,Lectura Crítica
105001011461,MEDELLÍN,INST EDUC FE Y ALEGRIA AURES,57,Similar,8,Similar,0%,17%,67%,17%,28%,41%,47%,Lectura Crítica
105001026131,MEDELLÍN,INSTITUCION EDUCATIVA EL PINAL,52,Similar,10,Similar,3%,44%,47%,6%,40%,51%,51%,Lectura Crítica
105001001317,MEDELLÍN,INST EDUC MADRE MARIA MAZARELLO,60,Similar,8,Similar,0%,15%,64%,22%,30%,36%,39%,Lectura Crítica
105001002305,MEDELLÍN,INST EDUC MARISCAL ROBLEDO,53,Similar,10,Similar,3%,34%,56%,8%,39%,49%,54%,Lectura Crítica
105001026,MEDELLÍN,INST EDUC CIUDADELA NUEVO OCCIDENTE,49,Similar,10,Similar,9%,46%,41%,4%,47%,56%,58%,Lectura Crítica
105001015831,MEDELLÍN,INST EDUC VALLEJUELOS,48,Similar,9,Similar,6%,55%,34%,4%,45%,59%,61%,Lectura Crítica
105001013447,MEDELLÍN,INST EDUC JOSE HORACIO BETANCUR,52,Similar,9,Similar,3%,39%,50%,8%,39%,50%,52%,Lectura Crítica
305001016003,MEDELLÍN,COL MADRID CAMPESTRE,60,Similar,8,Similar,0%,9%,59%,32%,29%,38%,37%,Lectura Crítica
105001011011,MEDELLÍN,INSTITUCION EDUCATIVA  TOMAS CARRASQUILLA ,55,Similar,6,Mayor,0%,26%,68%,6%,37%,44%,49%,Lectura Crítica
105001023965,MEDELLÍN,INST EDUC FINCA LA MESA,51,Similar,9,Similar,4%,45%,46%,6%,42%,54%,55%,Lectura Crítica
105001005525,MEDELLÍN,INST EDUC ENRIQUE OLAYA HERRERA,52,Similar,9,Similar,0%,48%,48%,5%,40%,52%,54%,Lectura Crítica
305001003904,MEDELLÍN,INSTITUTO ANTIOQUIA Y CIA LTDA,57,Similar,12,Similar,0%,44%,22%,33%,35%,42%,47%,Lectura Crítica
105001019305,MEDELLÍN,INST EDUC LA AVANZADA,46,Mayor,6,Mayor,9%,59%,32%,0%,56%,58%,60%,Lectura Crítica
105001019194,MEDELLÍN,INSTITUCIÓN EDUCATIVA EL PEDREGAL,52,Similar,9,Similar,5%,38%,50%,7%,39%,49%,54%,Lectura Crítica
305001020094,MEDELLÍN,COLEGIO PARROQUIAL EMAUS,56,Similar,10,Similar,1%,26%,59%,14%,32%,45%,47%,Lectura Crítica
105001010448,MEDELLÍN,INSTITUCION EDUCATIVA LA ESPERANZA,53,Similar,8,Similar,2%,33%,60%,5%,41%,48%,53%,Lectura Crítica
105001019429,MEDELLÍN,INST EDUC LUIS CARLOS GALAN SARMIENTO,51,Similar,9,Similar,7%,38%,51%,4%,41%,54%,54%,Lectura Crítica
105001021873,MEDELLÍN,INST EDUC SOL DE ORIENTE,50,Similar,8,Similar,4%,55%,40%,2%,45%,55%,55%,Lectura Crítica
105001019674,MEDELLÍN,INST EDUC MIRAFLORES - LUIS EDUARDO VALENCIA GARCIA,54,Similar,8,Similar,1%,28%,62%,8%,37%,49%,47%,Lectura Crítica
105001013633,MEDELLÍN,INSTITUCION EDUCATIVA LOMA HERMOSA,49,Similar,9,Similar,0%,66%,31%,3%,49%,56%,59%,Lectura Crítica
305001025606,MEDELLÍN,CIBERCOLEGIO UCN,58,Similar,9,Similar,0%,20%,59%,22%,28%,40%,42%,Lectura Crítica
105001006556,MEDELLÍN,INST EDUC JUAN XXIII,56,Similar,8,Similar,2%,23%,66%,9%,34%,44%,44%,Lectura Crítica
305001025185,MEDELLÍN,COL BASICO CAMINO DE PAZ,54,Similar,9,Similar,3%,26%,62%,9%,34%,50%,49%,Lectura Crítica
105001026361,MEDELLÍN,INST EDUC JESUS MARIA VALLE,52,Similar,9,Similar,5%,35%,55%,5%,41%,49%,53%,Lectura Crítica
105001026352,MEDELLÍN,INSTITUCION EDUCATIVA EL CORAZÓN ,51,Similar,9,Similar,2%,44%,49%,5%,40%,52%,54%,Lectura Crítica
305001003629,MEDELLÍN,INST PEDAG CLARET,59,Similar,9,Similar,0%,15%,60%,25%,26%,37%,45%,Lectura Crítica
105001012581,MEDELLÍN,INST EDUC REINO DE BELGICA,49,Similar,9,Similar,7%,57%,33%,2%,48%,55%,59%,Lectura Crítica
305001026343,MEDELLÍN,COLEGIO LUIS AMIGO Y FERRER,44,Mayor,7,Similar,16%,61%,24%,0%,N.D.,N.D.,N.D.,Lectura Crítica
105001026514,MEDELLÍN,INSTITUCION EDUCATIVA SAN BENITO,57,Similar,8,Similar,0%,31%,56%,13%,25%,44%,48%,Lectura Crítica
105001001716,MEDELLÍN,INST EDUC SANTA CATALINA DE SIENA,55,Similar,10,Similar,0%,36%,46%,18%,35%,46%,48%,Lectura Crítica
105001800112,MEDELLÍN,INSTITUCION EDUCATIVA EL DIAMANTE,54,Similar,9,Similar,2%,32%,58%,8%,39%,49%,49%,Lectura Crítica
105001026581,MEDELLÍN,INSTITUCION EDUCATIVA LA SIERRA,46,Mayor,8,Similar,13%,57%,30%,0%,52%,60%,66%,Lectura Crítica
105001026697,MEDELLÍN,INST EDUC FUNDADORES,51,Similar,8,Similar,1%,48%,48%,2%,41%,55%,56%,Lectura Crítica
305001018421,MEDELLÍN,INSTITUCION EDUCATIVA Y CULTURAL JESUS AMIGO,53,Similar,10,Similar,5%,28%,55%,12%,42%,47%,50%,Lectura Crítica
105001026573,MEDELLÍN,INSTITUCION EDUCATIVA LUSITANIA- PAZ DE COLOMBIA,51,Similar,9,Similar,4%,47%,42%,6%,41%,53%,55%,Lectura Crítica
205001026632,MEDELLÍN,INSTITUCION EDUCATIVA CORVIDE,54,Similar,9,Similar,0%,37%,51%,12%,38%,49%,51%,Lectura Crítica
205001026641,MEDELLÍN,INST EDUC PRADITO,52,Similar,9,Similar,4%,20%,76%,0%,37%,52%,56%,Lectura Crítica
205001026624,MEDELLÍN,INSTITUCION EDUCATIVA COMPARTIR,58,Similar,8,Similar,1%,11%,69%,19%,32%,40%,40%,Lectura Crítica
105001026671,MEDELLÍN,INST EDUC BARRIO SAN NICOLAS,53,Similar,9,Similar,0%,38%,55%,7%,41%,45%,50%,Lectura Crítica
105001026719,MEDELLÍN,INSTITUCIÓN EDUCATIVA RODRIGO ARENAS BETANCUR,52,Similar,9,Similar,2%,46%,43%,10%,37%,52%,56%,Lectura Crítica
105001026603,MEDELLÍN,INST EDUC ALTAVISTA,52,Similar,9,Similar,5%,33%,57%,5%,40%,53%,54%,Lectura Crítica
105001026701,MEDELLÍN,INSTITUCION EDUCATIVA PROGRESAR,53,Similar,9,Similar,1%,41%,51%,6%,36%,51%,52%,Lectura Crítica
105001026662,MEDELLÍN,INST EDUC LA PASTORA,54,Similar,10,Similar,5%,29%,55%,12%,36%,46%,50%,Lectura Crítica
105001026689,MEDELLÍN,INST EDUC BLANQUIZAL,47,Similar,9,Similar,5%,63%,30%,3%,47%,58%,62%,Lectura Crítica
105001026654,MEDELLÍN,INSTITUCION EDUCATIVA EL PLAYON,51,Similar,8,Similar,4%,41%,56%,0%,42%,53%,55%,Lectura Crítica
305001019819,MEDELLÍN,COL SAPIENCIA,66,Menor,10,Similar,0%,10%,30%,60%,15%,25%,31%,Lectura Crítica
105001026549,MEDELLÍN,INST EDUC BELLO ORIENTE,48,Similar,10,Similar,10%,50%,39%,2%,45%,58%,61%,Lectura Crítica
305001026262,MEDELLÍN,INST EDUC ANDREAS PETER HAURI,48,Similar,9,Similar,0%,56%,44%,0%,44%,54%,62%,Lectura Crítica
305001800414,MEDELLÍN,COSMO SCHOOLS SEDE CANDELARIA,65,Menor,7,Similar,0%,0%,50%,50%,18%,33%,26%,Lectura Crítica
205002000611,ABEJORRAL,I. E. R. ZOILA DUQUE BAENA,51,Similar,8,Similar,0%,52%,43%,4%,41%,51%,59%,Lectura Crítica
105002000047,ABEJORRAL,INSTITUCION EDUCATIVA FUNDACION CELIA DUQUE DE DUQUE,53,Similar,9,Similar,2%,37%,57%,4%,38%,48%,56%,Lectura Crítica
