codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_psyc,desviacion,comparacion_dsyc,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,aprendizaje_4,aprendizaje_5,aprendizaje_6,Competencia
105001015148,MEDELLÍN,INST EDUC CAMILO MORA CARRASQUILLA,41,Mayor,10,Similar,58%,31%,10%,1%,52%,65%,68%,45%,69%,52%,Sociales y Ciudadanas
105001013439,MEDELLÍN,INST EDUC FELIX DE BEDOUT MORENO,51,Similar,10,Similar,16%,62%,20%,2%,40%,53%,60%,59%,62%,50%,Sociales y Ciudadanas
105001000485,MEDELLÍN,INST EDUC LA SALLE DE CAMPOAMOR,54,Similar,11,Similar,15%,39%,41%,4%,28%,41%,54%,63%,51%,36%,Sociales y Ciudadanas
305001006831,MEDELLÍN,INST MUSICAL DIEGO ECHAVARRIA,67,Menor,8,Mayor,0%,0%,56%,44%,26%,26%,35%,0%,19%,9%,Sociales y Ciudadanas
30500100515,MEDELLÍN,ESC NORMAL SUPERIOR ANTIOQUE?A,59,Menor,11,Similar,7%,24%,57%,13%,25%,37%,42%,61%,42%,33%,Sociales y Ciudadanas
105001019925,MEDELLÍN,INSTITUCION EDUCATIVA ALCALDIA DE MEDELLIN,48,Similar,12,Similar,34%,32%,30%,4%,41%,54%,55%,70%,54%,63%,Sociales y Ciudadanas
105001003221,MEDELLÍN,INST EDUC MANUEL JOSE CAYZEDO,55,Similar,10,Similar,9%,42%,42%,6%,33%,41%,52%,44%,46%,50%,Sociales y Ciudadanas
105001012696,MEDELLÍN,INST EDUC ALFONSO LOPEZ PUMAREJO,49,Similar,9,Similar,18%,61%,21%,0%,39%,56%,58%,69%,57%,58%,Sociales y Ciudadanas
305001019827,MEDELLÍN,COL PANAMERICANO COLOMBO SUECO,59,Menor,10,Similar,7%,22%,58%,13%,19%,35%,37%,46%,39%,43%,Sociales y Ciudadanas
105001002135,MEDELLÍN,INST EDUC RAMON MUNERA LOPERA,47,Similar,11,Similar,30%,41%,25%,3%,46%,55%,64%,70%,53%,61%,Sociales y Ciudadanas
105001010855,MEDELLÍN,INST EDUC  ANA DE CASTRILLON,45,Similar,10,Similar,37%,44%,19%,0%,44%,60%,68%,83%,56%,57%,Sociales y Ciudadanas
105001014851,MEDELLÍN,INSTITUCION EDUCATIVA JESUS REY,54,Similar,11,Similar,14%,35%,45%,6%,31%,47%,50%,59%,51%,47%,Sociales y Ciudadanas
105001003425,MEDELLÍN,INSTITUCION EDUCATIVA JOSE MARIA BRAVO MARQUEZ,53,Similar,10,Similar,12%,48%,37%,3%,29%,51%,55%,69%,56%,48%,Sociales y Ciudadanas
105001001881,MEDELLÍN,INSTITUCION EDUCATIVA CARLOS VIECO ORTIZ,54,Similar,9,Similar,8%,50%,39%,4%,29%,49%,48%,61%,56%,48%,Sociales y Ciudadanas
30500100482,MEDELLÍN,COL AGUSTINIANO DE SAN NICOLAS,52,Similar,11,Similar,19%,45%,33%,3%,35%,52%,57%,59%,51%,47%,Sociales y Ciudadanas
105001002101,MEDELLÍN,INSTITUCION EDUCATIVA JUAN DE DIOS COCK,45,Similar,10,Similar,35%,46%,19%,0%,49%,61%,62%,59%,58%,65%,Sociales y Ciudadanas
105001009695,MEDELLÍN,INST EDUC SAN JUAN BOSCO,52,Similar,8,Mayor,7%,59%,34%,0%,36%,54%,52%,45%,61%,50%,Sociales y Ciudadanas
305001024419,MEDELLÍN,COLEGIO ANTARES INTELIGENCIAS MÚLTIPLES,51,Similar,12,Similar,24%,28%,48%,0%,31%,53%,58%,64%,48%,42%,Sociales y Ciudadanas
305001004293,MEDELLÍN,COLEGIO DE LA UNIVERSIDAD PONTIFICIA BOLIVARIANA,60,Menor,9,Similar,3%,24%,64%,9%,19%,33%,41%,50%,39%,29%,Sociales y Ciudadanas
305001018022,MEDELLÍN,INST EDUC FE Y ALEGRIA LUIS AMIGO,46,Similar,10,Similar,34%,49%,17%,0%,45%,62%,62%,71%,61%,66%,Sociales y Ciudadanas
105001001279,MEDELLÍN,INST EDUC CIRO MENDIA,49,Similar,9,Similar,21%,48%,31%,0%,39%,55%,58%,72%,61%,58%,Sociales y Ciudadanas
305001003491,MEDELLÍN,COL CALASANZ CAMPESTRE ESCOLAPIAS,59,Menor,9,Similar,4%,26%,57%,13%,17%,38%,49%,45%,38%,33%,Sociales y Ciudadanas
105001007111,MEDELLÍN,INST EDUC SEBASTIAN DE BELALCAZAR,43,Similar,10,Similar,46%,38%,17%,0%,50%,67%,62%,64%,62%,65%,Sociales y Ciudadanas
305001004404,MEDELLÍN,COL EUCARISTICO DE LA MILAGROSA,57,Menor,11,Similar,3%,48%,36%,12%,26%,36%,47%,55%,44%,56%,Sociales y Ciudadanas
205001006526,MEDELLÍN,INST EDUC MARINA ORTH,51,Similar,14,Similar,38%,25%,25%,13%,13%,49%,53%,50%,65%,70%,Sociales y Ciudadanas
305001025592,MEDELLÍN,COLEGIO EMPRESARIAL,58,Menor,11,Similar,6%,30%,55%,9%,31%,38%,47%,47%,41%,46%,Sociales y Ciudadanas
305001004315,MEDELLÍN,COL SANTA MARIA DEL ROSARIO,58,Menor,8,Mayor,3%,33%,61%,3%,22%,31%,50%,56%,35%,39%,Sociales y Ciudadanas
305001025819,MEDELLÍN,COL CENT FRATERNAL CRISTIANO,56,Similar,11,Similar,13%,25%,63%,0%,21%,38%,49%,33%,41%,55%,Sociales y Ciudadanas
105001025798,MEDELLÍN,INST EDUC ANGELA RESTREPO MORENO,46,Similar,11,Similar,33%,46%,18%,2%,48%,56%,61%,74%,61%,63%,Sociales y Ciudadanas
105001000809,MEDELLÍN,INST EDUC PERPETUO SOCORRO,54,Similar,11,Similar,17%,31%,45%,7%,35%,39%,53%,58%,54%,43%,Sociales y Ciudadanas
105001013013,MEDELLÍN,INSTITUCION EDUCATIVA EL PICACHITO,50,Similar,10,Similar,15%,51%,33%,0%,32%,52%,56%,60%,55%,59%,Sociales y Ciudadanas
305001004455,MEDELLÍN,COL SALESIANO EL SUFRAGIO,59,Menor,10,Similar,5%,33%,44%,18%,28%,37%,39%,51%,40%,38%,Sociales y Ciudadanas
105001006483,MEDELLÍN,INST EDUC RODRIGO CORREA PALACIO,46,Similar,10,Similar,29%,55%,17%,0%,44%,66%,63%,59%,57%,68%,Sociales y Ciudadanas
105001011088,MEDELLÍN,INST EDUC CIUDADELA LAS AMERICAS,45,Similar,11,Similar,45%,40%,14%,2%,49%,60%,65%,64%,63%,63%,Sociales y Ciudadanas
105001003131,MEDELLÍN,INST EDUC REPUBLICA DE HONDURAS,53,Similar,9,Similar,6%,52%,39%,3%,38%,44%,56%,50%,47%,48%,Sociales y Ciudadanas
205001006232,MEDELLÍN,INST EDUC  SAN CRISTOBAL,48,Similar,10,Similar,31%,42%,27%,0%,39%,58%,62%,62%,54%,54%,Sociales y Ciudadanas
105001002895,MEDELLÍN,INST EDUC FRANCISCO ANTONIO ZEA,53,Similar,10,Similar,13%,49%,32%,7%,37%,47%,55%,58%,47%,48%,Sociales y Ciudadanas
305001022496,MEDELLÍN,INSTITUCIÓN EDUCATIVA PEQUEÑA MARIA,47,Similar,10,Similar,32%,46%,22%,0%,45%,62%,61%,77%,61%,63%,Sociales y Ciudadanas
305001004544,MEDELLÍN,COLEGIO TOMAS CARRASQUILLA,50,Similar,11,Similar,23%,39%,35%,3%,38%,55%,59%,60%,51%,61%,Sociales y Ciudadanas
105001002038,MEDELLÍN,INST EDUC JOSE EUSEBIO CARO,48,Similar,11,Similar,30%,47%,22%,1%,41%,57%,60%,59%,65%,58%,Sociales y Ciudadanas
105001000841,MEDELLÍN,INST EDUC JESUS MARIA - EL ROSAL,52,Similar,11,Similar,17%,41%,39%,3%,29%,47%,50%,59%,60%,41%,Sociales y Ciudadanas
105001000175,MEDELLÍN,INST EDUC GABRIEL RESTREPO MORENO,46,Similar,9,Similar,30%,57%,13%,0%,41%,61%,60%,60%,61%,51%,Sociales y Ciudadanas
10500100278,MEDELLÍN,INST EDUC SAN FRANCISCO DE ASIS,50,Similar,11,Similar,19%,47%,34%,0%,36%,57%,51%,71%,50%,56%,Sociales y Ciudadanas
10500100328,MEDELLÍN,INST EDUC MARIA MONTESSORI,45,Similar,10,Similar,35%,53%,11%,0%,45%,62%,64%,79%,65%,59%,Sociales y Ciudadanas
10500100149,MEDELLÍN,INSTITUCIÓN EDUCATIVA LOLA GONZÁLEZ,53,Similar,10,Similar,10%,48%,38%,4%,31%,48%,54%,61%,56%,52%,Sociales y Ciudadanas
105001014397,MEDELLÍN,INST EDUC LUIS LOPEZ DE MESA,50,Similar,11,Similar,28%,40%,30%,3%,33%,56%,53%,73%,52%,54%,Sociales y Ciudadanas
105001015091,MEDELLÍN,INSTITUCION EDUCATIVA FE Y ALEGRIA GRANIZAL,46,Similar,9,Similar,27%,53%,19%,0%,38%,61%,61%,76%,59%,65%,Sociales y Ciudadanas
10500100166,MEDELLÍN,INST EDUC JOSE ANTONIO GALAN,48,Similar,10,Similar,24%,49%,27%,0%,47%,58%,58%,71%,56%,66%,Sociales y Ciudadanas
105001018759,MEDELLÍN,INST EDUC FE Y ALEGRIA EL LIMONAR,42,Similar,10,Similar,46%,44%,10%,0%,55%,68%,64%,81%,70%,78%,Sociales y Ciudadanas
105001010588,MEDELLÍN,INST EDUC FE Y ALEGRIA LA CIMA,47,Similar,10,Similar,32%,52%,16%,1%,43%,56%,62%,66%,61%,58%,Sociales y Ciudadanas
105001005495,MEDELLÍN,INST EDUC REPUBLICA DE URUGUAY,48,Similar,10,Similar,25%,50%,25%,0%,40%,59%,59%,65%,61%,52%,Sociales y Ciudadanas
105001001252,MEDELLÍN,INST EDUC CRISTOBAL COLON,49,Similar,9,Similar,16%,62%,20%,2%,38%,66%,59%,64%,64%,65%,Sociales y Ciudadanas
305001003793,MEDELLÍN,INST SALESIANO PEDRO JUSTO BERRIO,59,Menor,10,Similar,5%,30%,55%,10%,27%,39%,43%,51%,34%,31%,Sociales y Ciudadanas
105001007421,MEDELLÍN,INST EDUC OCTAVIO CALDERON MEJIA,55,Similar,10,Similar,6%,46%,44%,4%,33%,47%,51%,57%,56%,48%,Sociales y Ciudadanas
105001002011,MEDELLÍN,INST EDUC FEDERICO OZANAM,50,Similar,10,Similar,19%,50%,29%,2%,39%,55%,56%,70%,51%,51%,Sociales y Ciudadanas
305001005176,MEDELLÍN,COL BETHLEMITAS,60,Menor,10,Similar,6%,20%,63%,11%,14%,34%,43%,46%,47%,20%,Sociales y Ciudadanas
305001016089,MEDELLÍN,CENT EDUC AUTONOMO,59,Menor,7,Mayor,0%,24%,71%,5%,12%,37%,37%,69%,46%,26%,Sociales y Ciudadanas
305001004901,MEDELLÍN,COL SAN JUAN BOSCO,61,Menor,8,Mayor,0%,21%,74%,5%,19%,27%,46%,29%,35%,16%,Sociales y Ciudadanas
305001003505,MEDELLÍN,COL SANTA CLARA DE ASIS,58,Menor,9,Similar,7%,29%,64%,0%,27%,36%,43%,38%,50%,18%,Sociales y Ciudadanas
305001005541,MEDELLÍN,COL NUESTRA MADRE DE LAS MERCEDES,59,Menor,9,Similar,4%,29%,68%,0%,27%,34%,50%,38%,36%,44%,Sociales y Ciudadanas
305001007969,MEDELLÍN,COL NUESTRA SENORA DE LA PROVIDENCIA,54,Similar,7,Mayor,0%,50%,50%,0%,42%,56%,50%,33%,47%,57%,Sociales y Ciudadanas
105001011711,MEDELLÍN,INSTITUCIÓN EDUCATIVA VILLA DE LA CANDELARIA,52,Similar,10,Similar,8%,57%,28%,7%,38%,55%,52%,67%,55%,50%,Sociales y Ciudadanas
105001000868,MEDELLÍN,INSTITUCION EDUCATIVA REPUBLICA DE VENEZUELA,47,Similar,11,Similar,29%,55%,13%,3%,49%,63%,57%,65%,59%,77%,Sociales y Ciudadanas
105001002071,MEDELLÍN,INSTITUCION EDUCATIVA BENJAMIN HERRERA,49,Similar,11,Similar,20%,49%,29%,3%,34%,56%,54%,50%,55%,48%,Sociales y Ciudadanas
105001005878,MEDELLÍN,INST EDUC FRANCISCO MIRANDA,46,Similar,10,Similar,33%,41%,26%,0%,42%,62%,63%,56%,59%,53%,Sociales y Ciudadanas
305001022682,MEDELLÍN,POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN,65,Menor,0,Mayor,0%,0%,100%,0%,0%,25%,40%,N.D.,0%,0%,Sociales y Ciudadanas
105001009652,MEDELLÍN,INST EDUC SAN LORENZO DE ABURRA,49,Similar,12,Similar,25%,49%,21%,5%,42%,57%,59%,73%,57%,54%,Sociales y Ciudadanas
10500101933,MEDELLÍN,INST EDUC BARRIO SANTA MARGARITA,50,Similar,10,Similar,19%,49%,32%,0%,42%,54%,54%,67%,57%,52%,Sociales y Ciudadanas
105001006092,MEDELLÍN,INST EDUC JULIO CESAR GARCIA,49,Similar,10,Similar,23%,48%,27%,1%,35%,55%,58%,67%,58%,49%,Sociales y Ciudadanas
105001001791,MEDELLÍN,INST EDUC MONSEÑOR GERARDO VALENCIA CANO,56,Similar,10,Similar,4%,41%,50%,4%,35%,45%,49%,40%,53%,54%,Sociales y Ciudadanas
105001007919,MEDELLÍN,COL SAGRADA FAMILIA ALDEA PABLO VI,51,Similar,11,Similar,17%,44%,37%,2%,34%,50%,58%,58%,53%,53%,Sociales y Ciudadanas
305001025576,MEDELLÍN,INST EDUC JUAN SEBASTIAN DE CENSA,42,Similar,2,Mayor,25%,75%,0%,0%,55%,67%,74%,100%,40%,67%,Sociales y Ciudadanas
105001009865,MEDELLÍN,INST EDUC HERNAN TORO AGUDELO,51,Similar,11,Similar,18%,50%,32%,0%,38%,50%,58%,73%,50%,51%,Sociales y Ciudadanas
105001000876,MEDELLÍN,INST EDUC JAVIERA LONDOÑO-SEVILLA,49,Similar,12,Similar,25%,42%,32%,1%,40%,54%,54%,66%,53%,59%,Sociales y Ciudadanas
10500101107,MEDELLÍN,INST EDUC MERCEDITAS GOMEZ MARTINEZ,47,Similar,11,Similar,34%,38%,26%,2%,39%,58%,57%,56%,59%,56%,Sociales y Ciudadanas
3050010042,MEDELLÍN,COL CALASANZ,62,Menor,10,Similar,3%,25%,50%,22%,21%,27%,38%,36%,40%,24%,Sociales y Ciudadanas
305001005036,MEDELLÍN,COL SAN JOSE DE LAS VEGAS,63,Menor,9,Similar,0%,22%,53%,24%,23%,32%,38%,41%,33%,20%,Sociales y Ciudadanas
105001022101,MEDELLÍN,INST EDUC LAS NIEVES,51,Similar,8,Mayor,4%,67%,30%,0%,35%,58%,57%,92%,46%,67%,Sociales y Ciudadanas
105001004791,MEDELLÍN,INST EDUC SANTO ANGEL,55,Similar,10,Similar,9%,43%,41%,7%,26%,46%,49%,41%,54%,43%,Sociales y Ciudadanas
305001024569,MEDELLÍN,COL CIENCIA Y VIDA,52,Similar,10,Similar,17%,33%,50%,0%,30%,59%,55%,55%,56%,44%,Sociales y Ciudadanas
405001016946,MEDELLÍN,COLEGIO COOPERATIVO SAN ANTONIO DE PRADO,57,Menor,13,Similar,6%,42%,39%,13%,29%,43%,47%,53%,44%,63%,Sociales y Ciudadanas
305001004811,MEDELLÍN,COL DIVINO SALVADOR,58,Menor,12,Similar,10%,30%,45%,14%,31%,34%,48%,44%,37%,36%,Sociales y Ciudadanas
105001000931,MEDELLÍN,INST EDUC DIEGO ECHAVARRIA MISAS,50,Similar,10,Similar,18%,55%,24%,3%,34%,52%,58%,68%,54%,54%,Sociales y Ciudadanas
305001005265,MEDELLÍN,COL LATINO,56,Similar,8,Mayor,8%,31%,62%,0%,19%,39%,41%,86%,32%,59%,Sociales y Ciudadanas
105001000205,MEDELLÍN,INST EDUC SAN AGUSTIN,47,Similar,11,Similar,29%,40%,29%,1%,39%,56%,57%,70%,59%,67%,Sociales y Ciudadanas
305001016275,MEDELLÍN,COL GUILLERMO TABORDA RESTREPO,49,Similar,9,Similar,13%,63%,25%,0%,36%,62%,62%,80%,53%,40%,Sociales y Ciudadanas
10500100202,MEDELLÍN,INST EDUC RAFAEL URIBE URIBE,50,Similar,10,Similar,18%,47%,34%,1%,40%,55%,55%,70%,49%,56%,Sociales y Ciudadanas
105001001198,MEDELLÍN,INSTITUCION EDUCATIVA AURES,49,Similar,9,Similar,16%,63%,19%,1%,36%,57%,53%,68%,55%,54%,Sociales y Ciudadanas
105001019534,MEDELLÍN,INST EDUC RODRIGO LARA BONILLA,42,Similar,8,Mayor,51%,42%,7%,0%,48%,71%,62%,70%,70%,58%,Sociales y Ciudadanas
305001011583,MEDELLÍN,COL SAN LUCAS,59,Menor,11,Similar,0%,43%,52%,5%,13%,41%,42%,63%,31%,30%,Sociales y Ciudadanas
305001005109,MEDELLÍN,COL LA ANUNCIACION,62,Menor,9,Similar,3%,19%,63%,16%,24%,31%,40%,42%,33%,22%,Sociales y Ciudadanas
305001004871,MEDELLÍN,COL PABLO VI,49,Similar,11,Similar,24%,42%,33%,2%,42%,55%,57%,73%,53%,47%,Sociales y Ciudadanas
105001006246,MEDELLÍN,INST EDUC JORGE ROBLEDO,53,Similar,11,Similar,13%,45%,39%,3%,33%,48%,53%,51%,58%,58%,Sociales y Ciudadanas
105001020273,MEDELLÍN,INST EDUC CIUDAD DON BOSCO,48,Similar,11,Similar,27%,50%,18%,5%,42%,58%,52%,73%,55%,56%,Sociales y Ciudadanas
105001003441,MEDELLÍN,INSTITUTO TECNICO INDUSTRIAL PASCUAL BRAVO,56,Similar,10,Similar,7%,38%,49%,6%,24%,43%,46%,57%,45%,46%,Sociales y Ciudadanas
305001015287,MEDELLÍN,INSTITUCION EDUCATIVA LA CANDELARIA,45,Similar,9,Similar,36%,49%,14%,0%,42%,63%,69%,65%,63%,59%,Sociales y Ciudadanas
305001019975,MEDELLÍN,CENT EDUC INTEG BUCARELLY,56,Similar,10,Similar,10%,37%,47%,7%,24%,44%,56%,40%,37%,36%,Sociales y Ciudadanas
305001022232,MEDELLÍN,INST EDUC  BARRIO OLAYA HERRERA,40,Mayor,8,Mayor,66%,24%,10%,0%,60%,70%,65%,76%,63%,62%,Sociales y Ciudadanas
305001004528,MEDELLÍN,COL MARIA REINA DEL CARMELO,54,Similar,9,Similar,9%,46%,42%,3%,29%,53%,49%,58%,45%,45%,Sociales y Ciudadanas
30500101969,MEDELLÍN,INST EDUC ARZOBISPO TULIO BOTERO SALAZAR,46,Similar,9,Similar,30%,54%,15%,1%,46%,61%,59%,59%,66%,65%,Sociales y Ciudadanas
105001000132,MEDELLÍN,INST EDUC JOSE MARIA BERNAL,59,Menor,10,Similar,6%,35%,44%,15%,26%,42%,45%,48%,42%,37%,Sociales y Ciudadanas
10500100247,MEDELLÍN,INST EDUC SAN VICENTE DE PAUL,51,Similar,10,Similar,13%,52%,33%,2%,36%,53%,48%,69%,52%,50%,Sociales y Ciudadanas
105001019062,MEDELLÍN,INSTITUCION EDUCATIVA ALFONSO MORA NARANJO,46,Similar,10,Similar,30%,52%,18%,0%,41%,63%,64%,55%,63%,53%,Sociales y Ciudadanas
105001006718,MEDELLÍN,INSTITUCION EDUCATIVA ASIA IGNACIANA,52,Similar,10,Similar,15%,51%,29%,5%,31%,50%,50%,70%,57%,49%,Sociales y Ciudadanas
205001007735,MEDELLÍN,INSTITUCION EDUCATIVA HECTOR ROGELIO MONTOYA,46,Similar,12,Similar,28%,51%,17%,4%,52%,60%,58%,72%,63%,65%,Sociales y Ciudadanas
105001009709,MEDELLÍN,INST EDUC FELIX HENAO BOTERO,50,Similar,11,Similar,20%,55%,22%,4%,35%,51%,59%,70%,61%,68%,Sociales y Ciudadanas
105001000043,MEDELLÍN,INSTITUCION EDUCATIVA BARRIO SANTA CRUZ,46,Similar,9,Similar,29%,58%,13%,0%,40%,59%,65%,58%,58%,55%,Sociales y Ciudadanas
105001017965,MEDELLÍN,INSTITUCION EDUCATIVA MANUEL JOSE GOMEZ SERNA,47,Similar,10,Similar,31%,52%,16%,1%,46%,63%,61%,64%,55%,54%,Sociales y Ciudadanas
10500101334,MEDELLÍN,INST EDUC INEM JOSE FELIX DE RESTREPO,53,Similar,11,Similar,16%,42%,36%,6%,33%,48%,50%,63%,51%,49%,Sociales y Ciudadanas
105001002976,MEDELLÍN,INSTITUCION EDUCATIVA LA PIEDAD,47,Similar,10,Similar,26%,52%,21%,0%,34%,55%,63%,57%,62%,51%,Sociales y Ciudadanas
105001007978,MEDELLÍN,INSTITUCION EDUCATIVA PABLO NERUDA,44,Similar,10,Similar,43%,44%,14%,0%,44%,61%,68%,62%,60%,54%,Sociales y Ciudadanas
105001011606,MEDELLÍN,INST EDUC HORACIO MUÑOZ SUESCUN,47,Similar,11,Similar,33%,44%,21%,1%,43%,59%,58%,62%,62%,57%,Sociales y Ciudadanas
305001007594,MEDELLÍN,INST EDUC SANTA JUANA DE LESTONAC,58,Menor,8,Mayor,3%,36%,56%,6%,25%,40%,43%,57%,43%,40%,Sociales y Ciudadanas
105001000566,MEDELLÍN,INSTITUCION EDUCATIVA CARACAS,47,Similar,9,Similar,26%,51%,23%,0%,48%,59%,61%,74%,65%,49%,Sociales y Ciudadanas
305001022461,MEDELLÍN,COL GENTE UNIDA JOVENES POR LA PAZ - LUZ DE ORIENTE,44,Similar,9,Similar,44%,44%,10%,1%,48%,66%,63%,67%,62%,70%,Sociales y Ciudadanas
105001015172,MEDELLÍN,INST EDUC EDUARDO SANTOS,45,Similar,10,Similar,40%,41%,19%,0%,53%,61%,62%,68%,59%,61%,Sociales y Ciudadanas
305001007861,MEDELLÍN,GIMN GUAYACANES,46,Similar,11,Similar,50%,50%,0%,0%,14%,70%,44%,100%,80%,75%,Sociales y Ciudadanas
30500100045,MEDELLÍN,COL DE MARIA,57,Menor,8,Mayor,4%,42%,46%,8%,22%,41%,45%,88%,46%,27%,Sociales y Ciudadanas
105001019453,MEDELLÍN,INSTITUCIÓN EDUCATIVA VILLA DEL SOCORRO,44,Similar,11,Similar,42%,42%,14%,2%,49%,66%,63%,74%,60%,69%,Sociales y Ciudadanas
105001005339,MEDELLÍN,INST EDUC MONSEÑOR FRANCISCO CRISTOBAL TORO,47,Similar,11,Similar,30%,46%,21%,3%,44%,57%,59%,73%,61%,53%,Sociales y Ciudadanas
105001012106,MEDELLÍN,INST EDUC JUAN MARIA CESPEDES,56,Similar,11,Similar,8%,36%,47%,10%,27%,38%,47%,52%,50%,42%,Sociales y Ciudadanas
105001003123,MEDELLÍN,INSTITUCION EDUCATIVA FATIMA NUTIBARA,51,Similar,12,Similar,15%,46%,31%,8%,33%,55%,61%,53%,57%,51%,Sociales y Ciudadanas
105001025992,MEDELLÍN,INST EDUC NICANOR RESTREPO SANTAMARIA,45,Similar,9,Similar,32%,53%,15%,0%,42%,63%,62%,56%,54%,63%,Sociales y Ciudadanas
305001006458,MEDELLÍN,INSTITUCION EDUCATIVA CAMILO C. RESTREPO,43,Similar,10,Similar,40%,47%,13%,0%,59%,72%,66%,80%,62%,50%,Sociales y Ciudadanas
305001006784,MEDELLÍN,COL DE LA COMPANIA DE MARIA,62,Menor,13,Similar,4%,26%,45%,26%,24%,31%,41%,33%,36%,18%,Sociales y Ciudadanas
205001012534,MEDELLÍN,INST EDUC SAN ANTONIO DE PRADO,49,Similar,11,Similar,22%,48%,26%,3%,36%,55%,57%,70%,57%,62%,Sociales y Ciudadanas
305001025193,MEDELLÍN,UNION PROFESIONAL PARA LA EDUCACION Y EL TRABAJO UPET,40,Mayor,9,Similar,56%,39%,6%,0%,56%,71%,68%,63%,66%,62%,Sociales y Ciudadanas
305001018286,MEDELLÍN,COL SAN GABRIEL DE LA DOLOROSA,59,Menor,9,Similar,0%,37%,53%,11%,20%,39%,44%,38%,31%,33%,Sociales y Ciudadanas
305001024544,MEDELLÍN,COL NUEVO CERVANTES CONOCER,45,Similar,10,Similar,33%,33%,33%,0%,33%,71%,60%,0%,22%,100%,Sociales y Ciudadanas
10500100538,MEDELLÍN,INSTITUCION EDUCATIVA MANUEL URIBE ANGEL,52,Similar,11,Similar,14%,43%,41%,2%,33%,53%,56%,58%,56%,49%,Sociales y Ciudadanas
305001025568,MEDELLÍN,CENTRO DE ESTUDIOS MULTITÉCNICO,35,Mayor,13,Similar,50%,50%,0%,0%,75%,88%,90%,100%,78%,0%,Sociales y Ciudadanas
105001024073,MEDELLÍN,INSTITUCION EDUCATIVA JOSE MARIA ESPINOSA PRIETO - CASD,49,Similar,10,Similar,23%,51%,25%,1%,38%,55%,61%,61%,56%,56%,Sociales y Ciudadanas
305001004218,MEDELLÍN,COL NUESTRA SENORA DE LOURDES,56,Similar,10,Similar,3%,41%,49%,7%,26%,42%,45%,60%,46%,53%,Sociales y Ciudadanas
305001016101,MEDELLÍN,COLEGIO EUSKADI,48,Similar,15,Similar,38%,29%,29%,5%,36%,55%,62%,38%,45%,52%,Sociales y Ciudadanas
30500101373,MEDELLÍN,COL PESTALOZZI,50,Similar,9,Similar,17%,50%,33%,0%,35%,70%,69%,50%,44%,17%,Sociales y Ciudadanas
105001020028,MEDELLÍN,INST EDUC EL SALVADOR,51,Similar,11,Similar,25%,42%,28%,6%,38%,50%,57%,63%,53%,57%,Sociales y Ciudadanas
10500100345,MEDELLÍN,INST EDUC ROSALIA SUAREZ,58,Menor,10,Similar,9%,25%,61%,4%,25%,38%,46%,56%,45%,38%,Sociales y Ciudadanas
105001025984,MEDELLÍN,INST EDUC COLEGIO LOYOLA PARA LA CIENCIA Y LA INNOVACIÓN,58,Menor,10,Similar,6%,31%,53%,10%,25%,35%,45%,65%,44%,35%,Sociales y Ciudadanas
105001019089,MEDELLÍN,INST EDUC VIDA PARA TODOS,45,Similar,9,Similar,33%,52%,15%,0%,48%,60%,59%,68%,58%,60%,Sociales y Ciudadanas
105001025771,MEDELLÍN,INST EDUC JOAQUIN VALLEJO ARBELAEZ,47,Similar,9,Similar,23%,59%,15%,3%,48%,59%,62%,57%,64%,56%,Sociales y Ciudadanas
105001000493,MEDELLÍN,INST EDUC RAMON GIRALDO CEBALLOS,46,Similar,9,Similar,29%,57%,13%,1%,37%,61%,61%,51%,61%,56%,Sociales y Ciudadanas
105001003271,MEDELLÍN,INST EDUC OCTAVIO HARRY - JACQUELINE KENNEDY,52,Similar,10,Similar,13%,57%,28%,2%,35%,54%,57%,64%,56%,56%,Sociales y Ciudadanas
105001002003,MEDELLÍN,INST EDUC SAN ROBERTO BELARMINO,49,Similar,10,Similar,18%,56%,24%,1%,37%,56%,54%,68%,55%,54%,Sociales y Ciudadanas
105001002488,MEDELLÍN,INST EDUC PEDRO LUIS VILLA,47,Similar,11,Similar,35%,39%,25%,0%,38%,56%,59%,57%,59%,55%,Sociales y Ciudadanas
105001001848,MEDELLÍN,INST EDUC SOR JUANA INES DE LA CRUZ,60,Menor,10,Similar,3%,31%,49%,17%,23%,34%,45%,42%,36%,41%,Sociales y Ciudadanas
105001019143,MEDELLÍN,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,47,Similar,9,Similar,25%,62%,11%,2%,42%,64%,64%,72%,58%,55%,Sociales y Ciudadanas
105001002798,MEDELLÍN,INSTITUCION EDUCATIVA MATER DEI,57,Menor,11,Similar,10%,37%,41%,12%,22%,43%,46%,62%,46%,39%,Sociales y Ciudadanas
105001000141,MEDELLÍN,INSTITUCION EDUCATIVA PRESBITERO CAMILO TORRES RESTREPO,51,Similar,8,Mayor,11%,56%,31%,3%,38%,55%,59%,53%,47%,64%,Sociales y Ciudadanas
105001011363,MEDELLÍN,INST EDUC DOCE DE OCTUBRE,45,Similar,10,Similar,40%,40%,19%,1%,46%,63%,63%,58%,61%,58%,Sociales y Ciudadanas
